Tue Aug 13 15:21:30 2024    profile_data.prof

         297998 function calls (292075 primitive calls) in 14.634 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 typing.py:1848(<dictcomp>)
        2    0.000    0.000    0.001    0.000 typing.py:1846(_make_nmtuple)
        2    0.000    0.000    0.000    0.000 typing.py:1879(<listcomp>)
        2    0.000    0.000    0.001    0.000 typing.py:1866(__new__)
        2    0.000    0.000    0.000    0.000 typing.py:1927(_namedtuple_mro_entries)
        2    0.000    0.000    0.000    0.000 contextlib.py:75(__call__)
        2    0.000    0.000    0.000    0.000 contextlib.py:86(__init__)
        2    0.000    0.000    0.000    0.000 contextlib.py:261(helper)
        2    0.000    0.000    0.000    0.000 weakref.py:428(__setitem__)
        2    0.000    0.000    0.000    0.000 weakref.py:569(__init__)
        2    0.000    0.000    0.015    0.007 base_events.py:805(run_in_executor)
        2    0.000    0.000    0.000    0.000 base_events.py:1812(_add_callback)
        2    0.000    0.000    0.000    0.000 _base.py:318(__init__)
        2    0.000    0.000    0.000    0.000 _base.py:373(cancelled)
        2    0.000    0.000    0.000    0.000 _base.py:383(done)
        2    0.000    0.000    0.000    0.000 _base.py:388(__get_result)
        2    0.000    0.000    0.000    0.000 _base.py:398(add_done_callback)
        2    0.000    0.000    0.000    0.000 _base.py:418(result)
        2    0.000    0.000    0.000    0.000 _base.py:453(exception)
        2    0.000    0.000    0.000    0.000 __init__.py:119(getLevelName)
        2    0.000    0.000    0.000    0.000 __init__.py:160(<lambda>)
        2    0.000    0.000    0.000    0.000 __init__.py:282(__init__)
        2    0.000    0.000    0.002    0.001 __init__.py:1178(emit)
        2    0.000    0.000    0.011    0.005 __init__.py:1436(info)
        2    0.000    0.000    0.000    0.000 __init__.py:1514(findCaller)
        2    0.000    0.000    0.000    0.000 __init__.py:1550(makeRecord)
        2    0.000    0.000    0.011    0.005 __init__.py:1565(_log)
        2    0.000    0.000    0.010    0.005 __init__.py:1591(handle)
        2    0.000    0.000    0.010    0.005 __init__.py:1645(callHandlers)
        2    0.000    0.000    0.000    0.000 __init__.py:1689(isEnabledFor)
        2    0.000    0.000    0.002    0.001 traceback.py:200(extract_stack)
        2    0.000    0.000    0.002    0.001 traceback.py:321(extract)
        2    0.000    0.000    0.002    0.001 tokenize.py:388(open)
        2    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        2    0.000    0.000    0.000    0.000 inspect.py:655(getfile)
        2    0.000    0.000    0.001    0.000 inspect.py:693(getsourcefile)
        2    0.000    0.000    0.000    0.000 futures.py:296(_get_loop)
        2    0.000    0.000    0.000    0.000 futures.py:342(_copy_future_state)
        2    0.000    0.000    0.000    0.000 futures.py:378(_set_state)
        2    0.000    0.000    0.000    0.000 futures.py:384(_call_check_cancel)
        2    0.000    0.000    0.000    0.000 futures.py:362(_chain_future)
        2    0.000    0.000    0.000    0.000 futures.py:404(wrap_future)
        2    0.000    0.000    0.000    0.000 selector_events.py:109(_process_self_data)
        2    0.000    0.000    0.000    0.000 selector_events.py:112(_read_from_self)
        2    0.000    0.000    0.234    0.117 proxy_headers.py:42(__call__)
        2    0.000    0.000    0.000    0.000 thread.py:47(__init__)
        2    0.000    0.000    0.015    0.007 thread.py:161(submit)
        2    0.000    0.000    0.015    0.007 thread.py:180(_adjust_thread_count)
        2    0.000    0.000    0.234    0.117 httptools_impl.py:397(run_asgi)
        2    0.007    0.003    0.234    0.117 main.py:111(search)
        2    0.000    0.000    0.000    0.000 core.py:171(io_loop)
        2    0.000    0.000    0.000    0.000 core.py:177(get_io_loop)
        2    0.000    0.000    0.000    0.000 core.py:884(get_io_loop)
        2    0.000    0.000    0.000    0.000 core.py:1377(get_io_loop)
        2    0.000    0.000    0.015    0.008 core.py:1435(_get_more)
        2    0.000    0.000    0.000    0.000 core.py:1717(get_io_loop)
        2    0.000    0.000    0.000    0.000 metaprogramming.py:67(<dictcomp>)
        2    0.000    0.000    0.000    0.000 metaprogramming.py:63(<listcomp>)
        2    0.000    0.000    0.015    0.008 metaprogramming.py:43(method)
        2    0.000    0.000    0.015    0.008 __init__.py:80(run_on_executor)
        2    0.000    0.000    0.234    0.117 applications.py:1051(__call__)
        2    0.000    0.000    0.234    0.117 routing.py:183(run_endpoint_function)
        2    0.000    0.000    0.234    0.117 routing.py:218(app)
        2    0.000    0.000    0.000    0.000 _compile.py:9(_disable_dynamo)
        2    0.000    0.000    0.234    0.117 routing.py:70(app)
        2    0.000    0.000    0.234    0.117 routing.py:67(app)
        2    0.000    0.000    0.234    0.117 routing.py:286(handle)
        2    0.000    0.000    0.234    0.117 routing.py:752(__call__)
        2    0.000    0.000    0.234    0.117 routing.py:758(app)
        2    0.000    0.000    0.234    0.117 applications.py:119(__call__)
        2    0.000    0.000    0.234    0.117 errors.py:149(__call__)
        2    0.000    0.000    0.234    0.117 exceptions.py:49(__call__)
        2    0.000    0.000    0.000    0.000 __init__.py:28(_running_with_deploy)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:53(_wrapfunc)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:1021(_argsort_dispatcher)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:1025(argsort)
        2    0.000    0.000    0.000    0.000 version.py:47(parse)
      2/1    0.000    0.000    1.902    1.902 __init__.py:2203(__getattr__)
        2    0.000    0.000    0.000    0.000 {method 'is_complex' of 'torch._C.TensorBase' objects}
        2    0.000    0.000    0.000    0.000 {method 'unsqueeze' of 'torch._C.TensorBase' objects}
        2    0.000    0.000    0.000    0.000 {built-in method torch._C._is_tracing}
        2    0.000    0.000    0.000    0.000 {built-in method torch._C._dispatch_library}
        2    0.000    0.000    0.000    0.000 {built-in method torch._C._dispatch_keyset_full}
        2    0.000    0.000    0.000    0.000 package_importer.py:708(_patched_getfile)
        2    0.000    0.000    0.000    0.000 function.py:328(__init__)
        2    0.000    0.000    0.000    0.000 _ops.py:44(__init__)
        2    0.000    0.000    0.000    0.000 _ops.py:140(py_functionalize_impl)
        2    0.000    0.000    0.000    0.000 _ops.py:249(__init__)
        2    0.000    0.000    0.002    0.001 library.py:62(__init__)
        2    0.000    0.000    0.000    0.000 _trace.py:1320(is_tracing)
        2    0.000    0.000    0.000    0.000 std.py:1153(_comparable)
        2    0.000    0.000    0.000    0.000 std.py:1157(__hash__)
        2    0.000    0.000    0.002    0.001 std.py:1160(__iter__)
        2    0.000    0.000    0.000    0.000 std.py:1286(fp_write)
        2    0.000    0.000    0.001    0.001 std.py:1265(close)
        2    0.000    0.000    0.002    0.001 std.py:1325(refresh)
        2    0.000    0.000    0.000    0.000 utils.py:187(disable_on_exception)
        2    0.000    0.000    0.000    0.000 _config_module.py:133(__setattr__)
        2    0.000    0.000    0.000    0.000 utils.py:62(autograd_not_implemented)
        2    0.000    0.000    0.000    0.000 {method 'token_to_id' of 'tokenizers.Tokenizer' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:213(is_compiling)
        2    0.000    0.000    0.000    0.000 version.py:188(__init__)
        2    0.000    0.000    0.000    0.000 version.py:492(_parse_local_version)
        2    0.000    0.000    0.000    0.000 version.py:504(_cmpkey)
        2    0.000    0.000    0.000    0.000 import_utils.py:296(is_torch_available)
        2    0.000    0.000    0.000    0.000 tokenization_utils_fast.py:334(convert_tokens_to_ids)
        2    0.000    0.000    0.000    0.000 tokenization_utils_fast.py:353(_convert_token_to_id_with_added_voc)
        2    0.000    0.000    0.000    0.000 tokenization_utils_base.py:1218(pad_token_id)
        2    0.000    0.000    0.000    0.000 tokenization_utils_base.py:4126(_switch_to_input_mode)
        2    0.000    0.000    0.190    0.095 util.py:22(_convert_to_tensor)
        2    0.000    0.000    0.000    0.000 util.py:37(_convert_to_batch)
        2    0.000    0.000    0.190    0.095 util.py:52(_convert_to_batch_tensor)
        2    0.000    0.000    0.001    0.001 util.py:253(normalize_embeddings)
        2    0.000    0.000    0.234    0.117 cors.py:75(__call__)
        2    0.000    0.000    0.000    0.000 modeling_bert.py:716(<genexpr>)
        2    0.000    0.000    0.000    0.000 convert_frame.py:114(__init__)
        2    0.000    0.000    0.000    0.000 config.py:14(is_fbcode)
        2    0.000    0.000    0.001    0.000 _funcs.py:20(_public_functions)
        2    0.000    0.000    0.000    0.000 _funcs.py:61(__init__)
        2    0.002    0.001    0.002    0.001 trace_rules.py:2951(__call__)
        2    0.001    0.000    1.330    0.665 __init__.py:3(<module>)
        2    0.000    0.000    0.000    0.000 builtin.py:88(_polyfill_call_impl)
        2    0.000    0.000    0.015    0.007 context.py:2(<module>)
        2    0.000    0.000    0.000    0.000 symbolic_opset18.py:97(_reduce_with_dtype)
        2    0.000    0.000    0.000    0.000 script_object.py:13(deco)
        2    0.000    0.000    0.000    0.000 script_object.py:12(_raise_hard_error_if_graph_break)
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        2    0.000    0.000    0.000    0.000 {built-in method now}
        2    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        2    0.001    0.000    0.001    0.000 {method 'readlines' of '_io._IOBase' objects}
        2    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        2    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
        2    0.000    0.000    0.000    0.000 {method 'add_done_callback' of '_asyncio.Future' objects}
        2    0.000    0.000    0.000    0.000 {method 'done' of '_asyncio.Future' objects}
        2    0.000    0.000    0.000    0.000 {method 'get_loop' of '_asyncio.Future' objects}
        2    0.000    0.000    0.000    0.000 {method 'put' of '_queue.SimpleQueue' objects}
        1    0.000    0.000    0.000    0.000 os.py:771(getenv)
        1    0.000    0.000    0.000    0.000 ntpath.py:450(normpath)
        1    0.000    0.000    0.000    0.000 ntpath.py:524(abspath)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:767(__contains__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:933(update)
        1    0.000    0.000    0.000    0.000 threading.py:750(_newname)
        1    0.000    0.000    0.000    0.000 threading.py:1155(daemon)
        1    0.000    0.000    0.000    0.000 functools.py:392(__get__)
        1    0.000    0.000    0.000    0.000 functools.py:420(_unwrap_partial)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:111(remove)
        1    0.000    0.000    0.000    0.000 __init__.py:581(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:649(update)
        1    0.000    0.000    0.000    0.000 __init__.py:1043(__init__)
        1    0.000    0.000    0.000    0.000 enum.py:443(__members__)
        1    0.000    0.000    0.000    0.000 enum.py:1002(unique)
        1    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
        1    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
        1    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 sre_parse.py:863(_parse_flags)
        1    0.000    0.000    0.000    0.000 typing.py:393(ClassVar)
        1    0.000    0.000    0.000    0.000 typing.py:413(Final)
        1    0.000    0.000    0.000    0.000 typing.py:694(__mro_entries__)
        1    0.000    0.000    0.000    0.000 weakref.py:153(__contains__)
        1    0.000    0.000    0.000    0.000 __init__.py:1276(disable)
        1    0.000    0.000    0.000    0.000 inspect.py:172(_has_code_flag)
        1    0.000    0.000    0.000    0.000 inspect.py:190(iscoroutinefunction)
        1    0.000    0.000    0.000    0.000 inspect.py:237(istraceback)
        1    0.000    0.000    0.000    0.000 inspect.py:488(getmro)
        1    0.000    0.000    0.000    0.000 inspect.py:511(_is_wrapper)
        1    0.000    0.000    0.000    0.000 inspect.py:81(ismethod)
        1    0.000    0.000    0.000    0.000 inspect.py:727(getmodule)
        1    0.000    0.000    0.003    0.003 inspect.py:809(findsource)
        1    0.000    0.000    0.003    0.003 inspect.py:997(getsourcelines)
        1    0.000    0.000    0.003    0.003 inspect.py:1018(getsource)
        1    0.000    0.000    0.000    0.000 __init__.py:48(create_string_buffer)
        1    0.000    0.000    0.000    0.000 __init__.py:384(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:391(__getitem__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:1024(fields)
        1    0.000    0.000    0.000    0.000 main.py:126(<listcomp>)
        1    0.000    0.000    0.000    0.000 db_connect.py:19(connect)
        1    0.000    0.000    0.000    0.000 core.py:85(__init__)
        1    0.000    0.000    0.000    0.000 core.py:990(find)
        1    0.000    0.000    0.000    0.000 core.py:1396(__init__)
        1    0.000    0.000    0.000    0.000 core.py:1414(__aiter__)
        1    0.000    0.000    0.000    0.000 collection.py:408(name)
        1    0.000    0.000    0.000    0.000 collection.py:413(database)
        1    0.000    0.000    0.000    0.000 collection.py:1499(find)
        1    0.000    0.000    0.000    0.000 common.py:536(validate_is_mapping)
        1    0.000    0.000    0.000    0.000 common.py:925(codec_options)
        1    0.000    0.000    0.000    0.000 common.py:965(read_concern)
        1    0.000    0.000    0.000    0.000 helpers.py:293(_fields_list_to_dict)
        1    0.000    0.000    0.000    0.000 collation.py:215(validate_collation_or_none)
        1    0.000    0.000    0.000    0.000 cursor.py:171(__init__)
        1    0.000    0.000    0.000    0.000 cursor.py:919(__set_hint)
        1    0.000    0.000    0.000    0.000 database.py:150(name)
        1    0.000    0.000    0.000    0.000 metaprogramming.py:95(unwrap_args_session)
        1    0.000    0.000    0.000    0.000 metaprogramming.py:103(<dictcomp>)
        1    0.000    0.000    0.000    0.000 metaprogramming.py:102(unwrap_kwargs_session)
        1    0.000    0.000    0.000    0.000 metaprogramming.py:272(create_class_with_framework)
        1    0.000    0.000    0.004    0.004 module.py:2459(eval)
        1    0.000    0.000    0.007    0.007 module.py:1052(to)
        1    0.000    0.000    0.000    0.000 sim_searchAI.py:68(<dictcomp>)
        1    0.000    0.000    0.000    0.000 sim_searchAI.py:84(<listcomp>)
        1    0.000    0.000    0.000    0.000 sim_searchAI.py:102(<listcomp>)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:40(_wrapit)
        1    0.000    0.000    0.000    0.000 version.py:96(__ge__)
        1    0.000    0.000    0.000    0.000 _utils_internal.py:79(compile_time_strobelight_meta_inner)
        1    0.000    0.000    0.000    0.000 _utils_internal.py:78(compile_time_strobelight_meta)
        1    0.000    0.000    0.000    0.000 {method 'cpu' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 {method 'numpy' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 {method 'tolist' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 {method 'detach' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 {method 'expand' of 'torch._C.TensorBase' objects}
        1    0.003    0.003    0.003    0.003 {method 'sum' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 {method 'unbind' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 {built-in method torch.clamp}
        1    0.012    0.012    0.012    0.012 {built-in method torch.mm}
        1    0.008    0.008    0.008    0.008 {built-in method torch.tanh}
        1    0.000    0.000    0.000    0.000 {built-in method torch.all}
        1    0.000    0.000    0.000    0.000 {built-in method torch.cat}
        1    0.000    0.000    0.000    0.000 {built-in method torch.sum}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._jit_get_operation}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._dispatch_has_kernel_for_dispatch_key}
        1    0.000    0.000    0.000    0.000 _tensor.py:1017(__len__)
        1    0.000    0.000    0.000    0.000 _tensor.py:1033(__iter__)
        1    0.000    0.000    0.000    0.000 overrides.py:364(get_default_nowrap_functions)
        1    0.000    0.000    0.000    0.000 __init__.py:106(_is_compiled)
        1    0.000    0.000    0.008    0.008 activation.py:365(forward)
        1    0.000    0.000    0.000    0.000 container.py:209(__iter__)
        1    0.000    0.000    2.394    2.394 container.py:217(forward)
        1    0.000    0.000    0.000    0.000 container.py:317(__iter__)
        1    0.000    0.000    0.000    0.000 _ops.py:1144(__init__)
        1    0.000    0.000    0.000    0.000 _ops.py:1152(__getattr__)
        1    0.000    0.000    0.000    0.000 _ops.py:1192(_get_packet)
        1    0.000    0.000    0.000    0.000 _ops.py:1236(__getattr__)
        1    0.000    0.000    0.000    0.000 library.py:87(define)
        1    0.000    0.000    0.000    0.000 __init__.py:33(_is_compiled)
        1    0.000    0.000    0.000    0.000 _builtins.py:143(_get_builtin_table)
        1    0.000    0.000    0.000    0.000 _builtins.py:183(_register_builtin)
        1    0.000    0.000    0.024    0.024 _monitor.py:30(__init__)
        1    0.000    0.000    0.000    0.000 std.py:98(<listcomp>)
        1    0.000    0.000    0.000    0.000 std.py:90(__init__)
        1    0.000    0.000    0.000    0.000 std.py:116(create_mp_lock)
        1    0.000    0.000    0.000    0.000 std.py:438(status_printer)
        1    0.000    0.000    0.025    0.025 std.py:663(__new__)
        1    0.000    0.000    0.000    0.000 std.py:682(<setcomp>)
        1    0.000    0.000    0.000    0.000 std.py:679(_get_free_pos)
        1    0.000    0.000    0.000    0.000 std.py:686(_decr_instances)
        1    0.000    0.000    0.000    0.000 std.py:760(get_lock)
        1    0.000    0.000    0.002    0.002 std.py:952(__init__)
        1    0.000    0.000    0.000    0.000 std.py:1147(__del__)
        1    0.000    0.000    0.001    0.001 std.py:1198(update)
        1    0.000    0.000    0.000    0.000 std.py:1301(<lambda>)
        1    0.000    0.000    0.027    0.027 std.py:1522(trange)
        1    0.000    0.000    0.000    0.000 utils.py:125(__eq__)
        1    0.000    0.000    0.000    0.000 utils.py:139(__getattr__)
        1    0.000    0.000    0.000    0.000 utils.py:156(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:213(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:252(_is_utf)
        1    0.000    0.000    0.000    0.000 utils.py:266(_supports_unicode)
        1    0.000    0.000    0.000    0.000 utils.py:282(_screen_shape_wrapper)
        1    0.000    0.000    0.000    0.000 utils.py:297(_screen_shape_windows)
        1    0.000    0.000    0.000    0.000 config.py:9(is_fbcode)
        1    0.000    0.000    0.000    0.000 _config_module.py:27(ConfigModuleInstance)
        1    0.000    0.000    0.000    0.000 _config_module.py:30(visit)
        1    0.000    0.000    0.040    0.040 _config_module.py:20(install_config_module)
        1    0.002    0.002    0.039    0.039 _config_module.py:74(get_assignments_with_compile_ignored_comments)
        1    0.000    0.000    0.000    0.000 _config_module.py:141(__getattr__)
        1    0.000    0.000    0.000    0.000 node.py:62(has_side_effect)
        1    0.000    0.000    0.000    0.000 mock.py:1248(__init__)
        1    0.000    0.000    0.000    0.000 mock.py:1288(__call__)
        1    0.000    0.000    0.000    0.000 mock.py:1325(decorate_callable)
        1    0.000    0.000    0.000    0.000 mock.py:1557(_get_target)
        1    0.000    0.000    0.000    0.000 mock.py:1645(patch)
        1    0.000    0.000    0.000    0.000 <string>:2(__init__)
        1    0.000    0.000    0.000    0.000 {method 'enable_truncation' of 'tokenizers.Tokenizer' objects}
        1    0.000    0.000    0.000    0.000 {method 'enable_padding' of 'tokenizers.Tokenizer' objects}
        1    0.002    0.002    0.002    0.002 {method 'encode_batch' of 'tokenizers.Tokenizer' objects}
        1    0.000    0.000    0.000    0.000 import_utils.py:513(is_torch_fx_available)
        1    0.000    0.000    0.000    0.000 import_utils.py:670(is_torchdynamo_compiling)
        1    0.000    0.000    0.000    0.000 import_utils.py:1529(is_torch_fx_proxy)
        1    0.000    0.000    0.000    0.000 tokenization_utils_fast.py:287(_convert_encoding)
        1    0.000    0.000    0.000    0.000 tokenization_utils_fast.py:468(<dictcomp>)
        1    0.000    0.000    0.000    0.000 tokenization_utils_fast.py:418(set_truncation_and_padding)
        1    0.000    0.000    0.000    0.000 tokenization_utils_fast.py:540(<listcomp>)
        1    0.000    0.000    0.000    0.000 tokenization_utils_fast.py:564(<listcomp>)
        1    0.000    0.000    0.003    0.003 tokenization_utils_fast.py:489(_batch_encode_plus)
        1    0.000    0.000    0.000    0.000 tokenization_utils_base.py:207(__init__)
        1    0.000    0.000    0.000    0.000 tokenization_utils_base.py:284(keys)
        1    0.000    0.000    0.000    0.000 tokenization_utils_base.py:290(items)
        1    0.000    0.000    0.000    0.000 tokenization_utils_base.py:684(convert_to_tensors)
        1    0.000    0.000    0.000    0.000 tokenization_utils_base.py:1227(pad_token_type_id)
        1    0.000    0.000    0.000    0.000 tokenization_utils_base.py:2860(_get_padding_truncation_strategies)
        1    0.000    0.000    0.003    0.003 tokenization_utils_base.py:2998(__call__)
        1    0.000    0.000    0.000    0.000 tokenization_utils_base.py:3111(_is_valid_text_input)
        1    0.000    0.000    0.003    0.003 tokenization_utils_base.py:3088(_call_one)
        1    0.000    0.000    0.003    0.003 tokenization_utils_base.py:3301(batch_encode_plus)
        1    0.000    0.000    0.000    0.000 tokenization_utils_base.py:4106(_eventual_warn_about_too_long_sequence)
        1    0.000    0.000    0.204    0.204 util.py:81(cos_sim)
        1    0.000    0.000    0.000    0.000 util.py:274(truncate_embeddings)
        1    0.000    0.000    0.000    0.000 util.py:548(batch_to_device)
        1    0.000    0.000    0.000    0.000 SentenceTransformer.py:480(<listcomp>)
        1    0.000    0.000    0.000    0.000 SentenceTransformer.py:481(<listcomp>)
        1    0.000    0.000    0.000    0.000 SentenceTransformer.py:550(<listcomp>)
        1    0.000    0.000    0.000    0.000 SentenceTransformer.py:568(<listcomp>)
        1    0.000    0.000    2.438    2.438 SentenceTransformer.py:354(encode)
        1    0.000    0.000    0.003    0.003 SentenceTransformer.py:911(tokenize)
        1    0.000    0.000    0.000    0.000 SentenceTransformer.py:976(_first_module)
        1    0.000    0.000    0.000    0.000 SentenceTransformer.py:1264(<listcomp>)
        1    0.000    0.000    0.000    0.000 SentenceTransformer.py:1250(_text_length)
        1    0.000    0.000    0.000    0.000 modeling_utils.py:4627(warn_if_padding_and_no_attention_mask)
        1    0.000    0.000    0.000    0.000 modeling_utils.py:1132(get_head_mask)
        1    0.000    0.000    0.001    0.001 Normalize.py:13(forward)
        1    0.000    0.000    0.004    0.004 Pooling.py:131(forward)
        1    0.000    0.000    2.389    2.389 Transformer.py:112(forward)
        1    0.000    0.000    0.000    0.000 Transformer.py:159(<listcomp>)
        1    0.000    0.000    0.003    0.003 Transformer.py:136(tokenize)
        1    0.000    0.000    0.003    0.003 cProfile.py:44(dump_stats)
        1    0.000    0.000    0.000    0.000 cProfile.py:50(create_stats)
        1    0.001    0.001    0.010    0.010 modeling_bert.py:180(forward)
        1    0.000    0.000    0.467    0.467 modeling_bert.py:650(forward)
        1    0.000    0.000    0.009    0.009 modeling_bert.py:742(forward)
        1    0.000    0.000    2.389    2.389 modeling_bert.py:1000(forward)
        1    0.000    0.000    1.902    1.902 modeling_attn_mask_utils.py:426(_prepare_4d_attention_mask_for_sdpa)
        1    0.000    0.000    0.000    0.000 convert_frame.py:113(Tracker)
        1    0.000    0.000    0.000    0.000 exc.py:29(TorchDynamoException)
        1    0.000    0.000    0.000    0.000 exc.py:33(InternalTorchDynamoError)
        1    0.000    0.000    0.000    0.000 exc.py:37(RestartAnalysis)
        1    0.000    0.000    0.000    0.000 exc.py:45(SpeculationRestartAnalysis)
        1    0.000    0.000    0.000    0.000 exc.py:49(UnspecializeRestartAnalysis)
        1    0.000    0.000    0.000    0.000 exc.py:53(SkipFrame)
        1    0.000    0.000    0.000    0.000 exc.py:57(TorchRuntimeError)
        1    0.000    0.000    0.000    0.000 exc.py:61(InvalidBackend)
        1    0.000    0.000    0.000    0.000 exc.py:68(ResetRequired)
        1    0.000    0.000    0.000    0.000 convert_frame.py:928(ConvertFrame)
        1    0.000    0.000    0.000    0.000 convert_frame.py:1056(CatchErrorsWrapper)
        1    0.000    0.000    1.866    1.866 convert_frame.py:2(<module>)
        1    0.000    0.000    0.000    0.000 config.py:375(default_debug_dir_root)
        1    0.001    0.001    0.006    0.006 config.py:442(<listcomp>)
        1    0.000    0.000    0.065    0.065 config.py:2(<module>)
        1    0.000    0.000    0.000    0.000 getpass.py:26(GetPassWarning)
        1    0.000    0.000    0.003    0.003 getpass.py:1(<module>)
        1    0.000    0.000    0.000    0.000 convert_frame.py:363(ConvertFrameAssert)
        1    0.000    0.000    0.000    0.000 _reductions_impl.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _funcs_impl.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _funcs.py:53(IndexExpression)
        1    0.001    0.001    0.015    0.015 _funcs.py:3(<module>)
        1    0.000    0.000    0.000    0.000 random.py:3(<module>)
        1    0.000    0.000    0.001    0.001 linalg.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _getlimits.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _ndarray.py:49(Flags)
        1    0.000    0.000    0.000    0.000 _ndarray.py:173(_Unspecified)
        1    0.000    0.000    0.000    0.000 _ndarray.py:184(ndarray)
        1    0.000    0.000    0.011    0.011 _ndarray.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _ufuncs.py:30(<listcomp>)
        1    0.000    0.000    0.000    0.000 _ufuncs.py:249(<listcomp>)
        1    0.000    0.000    0.008    0.008 _ufuncs.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _binary_ufuncs_impl.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _unary_ufuncs_impl.py:3(<module>)
        1    0.000    0.000    0.007    0.007 _triton.py:6(has_triton_package)
        1    0.000    0.000    0.000    0.000 _triton.py:2(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 trace_rules.py:2967(add)
        1    0.000    0.000    0.002    0.002 trace_rules.py:2971(remove)
        1    0.000    0.000    0.002    0.002 trace_rules.py:2935(FunctionIdSet)
        1    0.000    0.000    0.000    0.000 trace_rules.py:2980(_allowed_callable_ids)
        1    0.000    0.000    0.000    0.000 trace_rules.py:2986(_disallowed_callable_ids)
        1    0.000    0.000    0.000    0.000 trace_rules.py:3050(add_module_init_func)
        1    0.000    0.000    0.000    0.000 trace_rules.py:3346(SkipResult)
        1    0.000    0.000    0.000    0.000 trace_rules.py:3383(FunctionInfo)
        1    0.001    0.001    1.509    1.509 trace_rules.py:2(<module>)
        1    0.000    0.000    0.000    0.000 test_operators.py:16(Realize)
        1    0.000    0.000    0.003    0.003 test_operators.py:2(<module>)
        1    0.000    0.000    0.000    0.000 resume_execution.py:38(ReenterWith)
        1    0.000    0.000    0.000    0.000 resume_execution.py:288(ResumeFunctionMetadata)
        1    0.000    0.000    0.001    0.001 resume_execution.py:334(ContinueExecutionCache)
        1    0.000    0.000    0.042    0.042 resume_execution.py:2(<module>)
        1    0.000    0.000    0.000    0.000 bytecode_analysis.py:24(<setcomp>)
        1    0.000    0.000    0.000    0.000 bytecode_transformation.py:18(InstructionExnTabEntry)
        1    0.000    0.000    0.001    0.001 bytecode_transformation.py:44(Instruction)
        1    0.000    0.000    0.000    0.000 bytecode_transformation.py:83(_NotProvided)
        1    0.000    0.000    0.000    0.000 bytecode_transformation.py:428(ExceptionTableEntry)
        1    0.000    0.000    0.026    0.026 bytecode_transformation.py:2(<module>)
        1    0.000    0.000    0.000    0.000 bytecode_analysis.py:131(ReadsWrites)
