Tue Aug 13 15:21:30 2024    profile_data.prof

         297998 function calls (292075 primitive calls) in 14.634 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 bytecode_analysis.py:172(FixedPointBox)
        1    0.000    0.000    0.000    0.000 bytecode_analysis.py:177(StackSize)
        1    0.000    0.000    0.006    0.006 bytecode_analysis.py:2(<module>)
        1    0.003    0.003    0.004    0.004 base.py:14(MutableLocalSource)
        1    0.000    0.000    0.000    0.000 base.py:25(MutableLocalBase)
        1    0.000    0.000    0.000    0.000 base.py:62(MutableLocal)
        1    0.000    0.000    0.000    0.000 base.py:95(VariableTrackerMeta)
        1    0.000    0.000    0.000    0.000 base.py:114(VariableTracker)
        1    0.000    0.000    0.141    0.141 base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 current_scope_id.py:2(<module>)
        1    0.000    0.000    0.000    0.000 source.py:67(LocalSource)
        1    0.000    0.000    0.000    0.000 source.py:82(SyntheticLocalSource)
        1    0.000    0.000    0.000    0.000 source.py:96(RandomValueSource)
        1    0.000    0.000    0.000    0.000 source.py:112(GlobalSource)
        1    0.000    0.000    0.000    0.000 source.py:128(GlobalWeakRefSource)
        1    0.000    0.000    0.000    0.000 source.py:145(AttrSource)
        1    0.000    0.000    0.000    0.000 source.py:175(GradSource)
        1    0.000    0.000    0.000    0.000 source.py:190(ParamBufferSource)
        1    0.000    0.000    0.000    0.000 source.py:205(EphemeralSource)
        1    0.000    0.000    0.000    0.000 source.py:222(TensorProperty)
        1    0.000    0.000    0.000    0.000 source.py:236(TensorPropertySource)
        1    0.000    0.000    0.000    0.000 source.py:272(NegateSource)
        1    0.000    0.000    0.000    0.000 source.py:288(ConvertIntSource)
        1    0.000    0.000    0.000    0.000 source.py:303(FlattenScriptObjectSource)
        1    0.000    0.000    0.000    0.000 source.py:318(ScriptObjectQualifiedNameSource)
        1    0.000    0.000    0.000    0.000 source.py:333(DefaultsSource)
        1    0.000    0.000    0.000    0.000 source.py:370(GetItemSource)
        1    0.000    0.000    0.000    0.000 source.py:414(ConstDictKeySource)
        1    0.000    0.000    0.000    0.000 source.py:430(TupleIteratorGetItemSource)
        1    0.000    0.000    0.000    0.000 source.py:442(TypeSource)
        1    0.000    0.000    0.000    0.000 source.py:459(ODictGetItemSource)
        1    0.000    0.000    0.000    0.000 source.py:486(OptimizerSource)
        1    0.000    0.000    0.000    0.000 source.py:498(NNModuleSource)
        1    0.000    0.000    0.000    0.000 source.py:510(NotNNModuleSource)
        1    0.000    0.000    0.000    0.000 source.py:516(FSDPNNModuleSource)
        1    0.000    0.000    0.000    0.000 source.py:522(GlobalStateSource)
        1    0.000    0.000    0.000    0.000 source.py:531(ConstantSource)
        1    0.000    0.000    0.000    0.000 source.py:550(NumpyTensorSource)
        1    0.000    0.000    0.000    0.000 source.py:566(FloatTensorSource)
        1    0.000    0.000    0.000    0.000 source.py:575(CallMethodItemSource)
        1    0.000    0.000    0.000    0.000 source.py:587(ShapeEnvSource)
        1    0.000    0.000    0.000    0.000 source.py:596(BackwardStateSource)
        1    0.001    0.001    0.129    0.129 source.py:2(<module>)
        1    0.000    0.000    0.000    0.000 exc.py:80(BackendCompilerFailed)
        1    0.000    0.000    0.000    0.000 exc.py:88(Unsupported)
        1    0.000    0.000    0.000    0.000 exc.py:107(RecompileError)
        1    0.000    0.000    0.000    0.000 exc.py:111(ArgsMismatchError)
        1    0.000    0.000    0.000    0.000 exc.py:116(AttributeMutationError)
        1    0.000    0.000    0.000    0.000 exc.py:121(CondOpArgsMismatchError)
        1    0.000    0.000    0.000    0.000 exc.py:130(UserErrorType)
        1    0.000    0.000    0.000    0.000 exc.py:140(UserError)
        1    0.000    0.000    0.000    0.000 exc.py:162(UserStopIteration)
        1    0.000    0.000    0.000    0.000 exc.py:175(UnsafeScriptObjectError)
        1    0.000    0.000    0.000    0.000 exc.py:179(UncapturedHigherOrderOpError)
        1    0.000    0.000    0.000    0.000 exc.py:183(IncorrectUsage)
        1    0.000    0.000    0.000    0.000 exc.py:187(ObservedException)
        1    0.000    0.000    0.000    0.000 exc.py:231(KeyErrorMsg)
        1    0.000    0.000    0.111    0.111 exc.py:2(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:218(dynamo_timed_inner)
        1    0.000    0.000    0.000    0.000 utils.py:217(dynamo_timed)
        1    0.000    0.000    0.000    0.000 utils.py:353(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:357(reset)
        1    0.000    0.000    0.000    0.000 utils.py:352(DuplicateWarningChecker)
        1    0.000    0.000    0.000    0.000 utils.py:459(ExactWeakKeyDictionary)
        1    0.000    0.000    0.000    0.000 utils.py:658(CompilationMetrics)
        1    0.000    0.000    0.000    0.000 utils.py:691(BwdCompilationMetrics)
        1    0.000    0.000    0.000    0.000 utils.py:748(CleanupHook)
        1    0.000    0.000    0.000    0.000 utils.py:769(CleanupManager)
        1    0.000    0.000    0.000    0.000 utils.py:1590(CompileProfiler)
        1    0.000    0.000    0.000    0.000 utils.py:2034(TensorStaticReason)
        1    0.000    0.000    0.000    0.000 builtin.py:101(BuiltinVariable)
        1    0.000    0.000    0.151    0.151 builtin.py:3(<module>)
        1    0.000    0.000    0.000    0.000 polyfill.py:3(<module>)
        1    0.000    0.000    0.000    0.000 guards.py:133(GuardManager)
        1    0.000    0.000    0.000    0.000 guards.py:376(NNModuleAttrAccessorInfo)
        1    0.000    0.000    0.000    0.000 guards.py:435(GuardCodeList)
        1    0.000    0.000    0.000    0.000 guards.py:441(GuardManagerType)
        1    0.000    0.000    0.000    0.000 guards.py:447(GuardBuilder)
        1    0.000    0.000    0.000    0.000 guards.py:1975(Config)
        1    0.000    0.000    0.000    0.000 guards.py:1980(ExprCounter)
        1    0.000    0.000    0.000    0.000 guards.py:1989(Replacer)
        1    0.000    0.000    0.001    0.001 guards.py:1967(PyExprCSEPass)
        1    0.000    0.000    0.000    0.000 guards.py:2066(DeletedGuardFn)
        1    0.000    0.000    0.000    0.000 guards.py:2075(CheckFunctionManager)
        1    0.000    0.000    0.068    0.068 guards.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _device.py:60(DeviceContext)
        1    0.000    0.000    0.000    0.000 _device.py:2(<module>)
        1    0.000    0.000    0.000    0.000 mutation_guard.py:14(MutationTracker)
        1    0.000    0.000    0.000    0.000 mutation_guard.py:60(GenerationTracker)
        1    0.000    0.000    0.000    0.000 mutation_guard.py:4(<module>)
        1    0.000    0.000    0.000    0.000 eval_frame.py:89(Unset)
        1    0.000    0.000    0.000    0.000 eval_frame.py:125(OptimizedModule)
        1    0.000    0.000    0.000    0.000 eval_frame.py:264(_TorchDynamoContext)
        1    0.000    0.000    0.000    0.000 eval_frame.py:498(OptimizeContext)
        1    0.000    0.000    0.000    0.000 eval_frame.py:549(RunOnlyContext)
        1    0.000    0.000    0.000    0.000 eval_frame.py:561(DisableContext)
        1    0.000    0.000    0.000    0.000 eval_frame.py:649(_NullDecorator)
        1    0.000    0.000    0.000    0.000 eval_frame.py:839(FlattenInputOutputSignature)
        1    0.000    0.000    0.000    0.000 eval_frame.py:945(ExportResult)
        1    0.000    0.000    0.000    0.000 eval_frame.py:1626(suppress_torch_distributed_warnings)
        1    0.000    0.000    0.000    0.000 eval_frame.py:1548(TorchPatcher)
        1    0.001    0.001    0.039    0.039 eval_frame.py:4(<module>)
        1    0.000    0.000    0.000    0.000 registry.py:11(CompiledFn)
        1    0.000    0.000    0.001    0.001 registry.py:3(<module>)
        1    0.000    0.000    0.000    0.000 hooks.py:9(Hooks)
        1    0.000    0.000    0.013    0.013 hooks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:27(GuardFail)
        1    0.000    0.000    0.001    0.001 types.py:34(GuardFn)
        1    0.000    0.000    0.000    0.000 types.py:49(GuardedCode)
        1    0.000    0.000    0.000    0.000 types.py:55(DynamoCallbackFn)
        1    0.000    0.000    0.000    0.000 types.py:68(DynamoGuardHook)
        1    0.000    0.000    0.000    0.000 types.py:80(ProfilerStartHook)
        1    0.000    0.000    0.000    0.000 types.py:89(ProfilerEndHook)
        1    0.000    0.000    0.000    0.000 types.py:94(BytecodeHook)
        1    0.000    0.000    0.004    0.004 types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 external_utils.py:16(is_compiling)
        1    0.000    0.000    0.000    0.000 external_utils.py:71(FakeBackwardCFunction)
        1    0.000    0.000    0.000    0.000 external_utils.py:4(<module>)
        1    0.000    0.000    0.000    0.000 code_context.py:8(__init__)
        1    0.000    0.000    0.000    0.000 code_context.py:7(CodeContextDict)
        1    0.000    0.000    0.000    0.000 code_context.py:2(<module>)
        1    0.000    0.000    0.000    0.000 replay_record.py:12(ModuleRecord)
        1    0.000    0.000    0.000    0.000 replay_record.py:18(DummyModule)
        1    0.000    0.000    0.000    0.000 replay_record.py:28(ExecutionRecord)
        1    0.000    0.000    0.000    0.000 replay_record.py:46(ExecutionRecorder)
        1    0.000    0.000    0.007    0.007 replay_record.py:2(<module>)
        1    0.000    0.000    0.000    0.000 constant.py:32(ConstantVariable)
        1    0.000    0.000    0.000    0.000 constant.py:199(EnumVariable)
        1    0.000    0.000    0.002    0.002 constant.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:31(ContextMangerState)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:52(ContextWrappingVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:121(GenericContextWrappingVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:169(GradInplaceRequiresGradCtxManagerVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:209(JvpIncrementNestingCtxManagerVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:250(SetFwdGradEnabledContextManager)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:288(DualLevelContextManager)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:326(GradIncrementNestingCtxManagerVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:365(CatchWarningsCtxManagerVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:396(VmapIncrementNestingCtxManagerVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:436(GradModeVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:489(InferenceModeVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:539(TorchFunctionDisableVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:570(DeterministicAlgorithmsVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:612(DisabledSavedTensorsHooksVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:664(AutocastModeVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:723(NullContextVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:746(StreamContextVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:810(PreserveVersionContextVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:846(StreamVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:921(EventVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:959(WithExitFunctionVariable)
        1    0.000    0.000    0.014    0.014 ctx_manager.py:2(<module>)
        1    0.000    0.000    0.000    0.000 device_interface.py:21(DeviceInterfaceMeta)
        1    0.000    0.000    0.000    0.000 device_interface.py:41(device)
        1    0.000    0.000    0.000    0.000 device_interface.py:45(Worker)
        1    0.000    0.000    0.000    0.000 device_interface.py:35(DeviceInterface)
        1    0.000    0.000    0.000    0.000 device_interface.py:122(DeviceGuard)
        1    0.000    0.000    0.000    0.000 device_interface.py:155(Worker)
        1    0.000    0.000    0.000    0.000 device_interface.py:147(CudaInterface)
        1    0.000    0.000    0.000    0.000 device_interface.py:225(Worker)
        1    0.000    0.000    0.000    0.000 device_interface.py:220(XpuInterface)
        1    0.000    0.000    0.002    0.002 device_interface.py:2(<module>)
        1    0.000    0.000    0.000    0.000 functions.py:80(BaseUserFunctionVariable)
        1    0.000    0.000    0.000    0.000 functions.py:109(UserFunctionVariable)
        1    0.000    0.000    0.000    0.000 functions.py:296(UserMethodVariable)
        1    0.000    0.000    0.000    0.000 functions.py:350(WrappedUserMethodVariable)
        1    0.000    0.000    0.000    0.000 functions.py:367(WrappedUserFunctionVariable)
        1    0.000    0.000    0.000    0.000 functions.py:400(NestedUserFunctionVariable)
        1    0.000    0.000    0.000    0.000 functions.py:567(SkipFunctionVariable)
        1    0.000    0.000    0.000    0.000 functions.py:688(CollectiveFunctionRewriteVariable)
        1    0.000    0.000    0.000    0.000 functions.py:764(FunctoolsPartialVariable)
        1    0.000    0.000    0.000    0.000 functions.py:820(TritonKernelVariable)
        1    0.000    0.000    0.001    0.001 functions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 dicts.py:68(_HashableTracker)
        1    0.000    0.000    0.000    0.000 dicts.py:62(ConstDictVariable)
        1    0.000    0.000    0.000    0.000 dicts.py:314(DefaultDictVariable)
        1    0.000    0.000    0.000    0.000 dicts.py:364(SetVariable)
        1    0.000    0.000    0.000    0.000 dicts.py:455(DictView)
        1    0.000    0.000    0.000    0.000 dicts.py:507(DictKeys)
        1    0.000    0.000    0.000    0.000 dicts.py:534(DictValues)
        1    0.000    0.000    0.000    0.000 dicts.py:578(DataClassVariable)
        1    0.000    0.000    0.000    0.000 dicts.py:720(CustomizedDictVariable)
        1    0.000    0.000    0.000    0.000 dicts.py:887(HFPretrainedConfigVariable)
        1    0.000    0.000    0.000    0.000 dicts.py:920(PythonSysModulesVariable)
        1    0.000    0.000    0.001    0.001 dicts.py:3(<module>)
        1    0.000    0.000    0.000    0.000 lists.py:34(BaseListVariable)
        1    0.000    0.000    0.000    0.000 lists.py:154(RangeVariable)
        1    0.000    0.000    0.000    0.000 lists.py:201(CommonListMethodsVariable)
        1    0.000    0.000    0.000    0.000 lists.py:277(ListVariable)
        1    0.000    0.000    0.000    0.000 lists.py:325(DequeVariable)
        1    0.000    0.000    0.000    0.000 lists.py:386(TupleVariable)
        1    0.000    0.000    0.000    0.000 lists.py:412(SizeVariable)
        1    0.000    0.000    0.000    0.000 lists.py:555(NamedTupleVariable)
        1    0.000    0.000    0.000    0.000 lists.py:617(SliceVariable)
        1    0.000    0.000    0.000    0.000 lists.py:661(ListIteratorVariable)
        1    0.000    0.000    0.000    0.000 lists.py:722(TupleIteratorVariable)
        1    0.000    0.000    0.000    0.000 lists.py:726(RestrictedListSubclassVariable)
        1    0.000    0.000    0.001    0.001 lists.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tensor.py:86(TensorVariable)
        1    0.000    0.000    0.000    0.000 tensor.py:984(SymNodeVariable)
        1    0.000    0.000    0.000    0.000 tensor.py:1068(NumpyNdarrayVariable)
        1    0.000    0.000    0.000    0.000 tensor.py:1180(UnspecializedPythonVariable)
        1    0.000    0.000    0.000    0.000 tensor.py:1208(FakeItemVariable)
        1    0.000    0.000    0.000    0.000 tensor.py:1227(TensorSubclassVariable)
        1    0.000    0.000    0.000    0.000 tensor.py:1256(UntypedStorageVariable)
        1    0.000    0.000    0.008    0.008 tensor.py:3(<module>)
        1    0.000    0.000    0.000    0.000 compiled_autograd.py:55(AutogradCompilerInstance)
        1    0.000    0.000    0.000    0.000 compiled_autograd.py:2(<module>)
        1    0.000    0.000    0.001    0.001 _trace_wrapped_higher_order_op.py:2(<module>)
        1    0.000    0.000    0.000    0.000 user_defined.py:66(UserDefinedVariable)
        1    0.000    0.000    0.000    0.000 user_defined.py:70(UserDefinedClassVariable)
        1    0.000    0.000    0.000    0.000 user_defined.py:470(NO_SUCH_SUBOBJ)
        1    0.000    0.000    0.000    0.000 user_defined.py:474(UserDefinedObjectVariable)
        1    0.000    0.000    0.000    0.000 user_defined.py:1031(SourcelessGraphModuleVariable)
        1    0.000    0.000    0.000    0.000 user_defined.py:1055(KeyedJaggedTensorVariable)
        1    0.000    0.000    0.000    0.000 user_defined.py:1078(RemovableHandleVariable)
        1    0.000    0.000    0.007    0.007 user_defined.py:3(<module>)
        1    0.000    0.000    0.003    0.003 _cxx_pytree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distributed.py:19(DistributedVariable)
        1    0.000    0.000    0.000    0.000 distributed.py:76(WorldMetaClassVariable)
        1    0.000    0.000    0.000    0.000 distributed.py:99(PlacementClassVariable)
        1    0.000    0.000    0.000    0.000 distributed.py:131(PlacementVariable)
        1    0.000    0.000    0.000    0.000 distributed.py:195(DeviceMeshVariable)
        1    0.000    0.000    0.000    0.000 distributed.py:236(ProcessGroupVariable)
        1    0.000    0.000    0.000    0.000 distributed.py:293(BackwardHookVariable)
        1    0.000    0.000    0.000    0.000 distributed.py:2(<module>)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:522(TorchHigherOrderOperatorVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:570(CondHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:755(CallTorchbindHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:783(WhileLoopHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:937(AssociativeScanHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1043(MapHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1130(ExecutorchCallDelegateHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1177(FunctorchHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1202(WrapHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1264(OutDtypeHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1296(StrictModeHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1360(CheckpointHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1423(ExportTracepointHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1443(TraceWrappedHigherOrderOperatorVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1459(TemplatedAttentionHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1569(AutogradFunctionApplyVariable)
        1    0.000    0.000    0.883    0.883 higher_order_ops.py:3(<module>)
        1    0.000    0.000    0.870    0.870 __init__.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _deprecation.py:2(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:20(OnnxExporterWarning)
        1    0.000    0.000    0.000    0.000 errors.py:26(OnnxExporterError)
        1    0.000    0.000    0.000    0.000 errors.py:32(CheckerError)
        1    0.000    0.000    0.000    0.000 errors.py:38(UnsupportedOperatorError)
        1    0.000    0.000    0.000    0.000 errors.py:62(SymbolicValueError)
        1    0.000    0.000    0.418    0.418 errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _diagnostic.py:44(TorchScriptOnnxExportDiagnostic)
        1    0.000    0.000    0.000    0.000 _diagnostic.py:101(__init__)
        1    0.000    0.000    0.000    0.000 _diagnostic.py:108(background_context)
        1    0.000    0.000    0.000    0.000 _diagnostic.py:82(ExportDiagnosticEngine)
        1    0.000    0.000    0.394    0.394 _diagnostic.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _infra.py:46(Tag)
        1    0.000    0.000    0.000    0.000 _infra.py:14(Level)
        1    0.000    0.000    0.000    0.000 _infra.py:50(PatchedPropertyBag)
        1    0.000    0.000    0.000    0.000 _infra.py:65(Rule)
        1    0.000    0.000    0.000    0.000 _infra.py:136(Location)
        1    0.000    0.000    0.000    0.000 _infra.py:164(StackFrame)
        1    0.000    0.000    0.000    0.000 _infra.py:173(Stack)
        1    0.000    0.000    0.000    0.000 _infra.py:190(ThreadFlowLocation)
        1    0.000    0.000    0.000    0.000 _infra.py:208(Graph)
        1    0.000    0.000    0.000    0.000 _infra.py:234(<setcomp>)
        1    0.000    0.000    0.000    0.000 _infra.py:232(__post_init__)
        1    0.000    0.000    0.000    0.000 _infra.py:228(RuleCollection)
        1    0.000    0.000    0.000    0.000 _infra.py:264(Invocation)
        1    0.000    0.000    0.000    0.000 _infra.py:271(DiagnosticOptions)
        1    0.000    0.000    0.367    0.367 _infra.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _beartype.py:40(RuntimeTypeCheckState)
        1    0.000    0.000    0.349    0.349 formatter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _beartype.py:52(CallHintViolationWarning)
        1    0.000    0.000    0.000    0.000 _beartype.py:62(_create_beartype_decorator)
        1    0.000    0.000    0.005    0.005 _beartype.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _property_bag.py:10(PropertyBag)
        1    0.000    0.000    0.336    0.336 __init__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _address.py:12(Address)
        1    0.000    0.000    0.005    0.005 _address.py:4(<module>)
        1    0.000    0.000    0.001    0.001 _property_bag.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _artifact.py:17(Artifact)
        1    0.000    0.000    0.000    0.000 _artifact_content.py:15(ArtifactContent)
        1    0.000    0.000    0.019    0.019 _artifact.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _multiformat_message_string.py:12(MultiformatMessageString)
        1    0.000    0.000    0.005    0.005 _artifact_content.py:4(<module>)
        1    0.000    0.000    0.001    0.001 _multiformat_message_string.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _message.py:12(Message)
        1    0.000    0.000    0.000    0.000 _artifact_location.py:12(ArtifactLocation)
        1    0.000    0.000    0.008    0.008 _artifact_location.py:4(<module>)
        1    0.000    0.000    0.002    0.002 _message.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _artifact_change.py:16(ArtifactChange)
        1    0.000    0.000    0.000    0.000 _replacement.py:16(Replacement)
        1    0.000    0.000    0.013    0.013 _artifact_change.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _region.py:16(Region)
        1    0.000    0.000    0.010    0.010 _replacement.py:4(<module>)
        1    0.000    0.000    0.003    0.003 _region.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _rectangle.py:12(Rectangle)
        1    0.000    0.000    0.000    0.000 _attachment.py:18(Attachment)
        1    0.000    0.000    0.009    0.009 _attachment.py:4(<module>)
        1    0.000    0.000    0.002    0.002 _rectangle.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _code_flow.py:16(CodeFlow)
        1    0.000    0.000    0.000    0.000 _thread_flow.py:16(ThreadFlow)
        1    0.000    0.000    0.075    0.075 _code_flow.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _thread_flow_location.py:19(ThreadFlowLocation)
        1    0.000    0.000    0.072    0.072 _thread_flow.py:4(<module>)
        1    0.000    0.000    0.067    0.067 _thread_flow_location.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _location.py:19(Location)
        1    0.000    0.000    0.026    0.026 _location.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _location_relationship.py:12(LocationRelationship)
        1    0.000    0.000    0.002    0.002 _location_relationship.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _logical_location.py:12(LogicalLocation)
        1    0.000    0.000    0.003    0.003 _logical_location.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _physical_location.py:17(PhysicalLocation)
        1    0.000    0.000    0.007    0.007 _physical_location.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _reporting_descriptor_reference.py:15(ReportingDescriptorReference)
        1    0.000    0.000    0.007    0.007 _reporting_descriptor_reference.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _tool_component_reference.py:12(ToolComponentReference)
        1    0.000    0.000    0.002    0.002 _tool_component_reference.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _stack.py:16(Stack)
        1    0.000    0.000    0.008    0.008 _stack.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _stack_frame.py:12(StackFrame)
        1    0.000    0.000    0.002    0.002 _stack_frame.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _web_request.py:15(WebRequest)
        1    0.000    0.000    0.003    0.003 _web_request.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _web_response.py:15(WebResponse)
        1    0.000    0.000    0.004    0.004 _web_response.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _configuration_override.py:16(ConfigurationOverride)
        1    0.000    0.000    0.008    0.008 _configuration_override.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _reporting_configuration.py:12(ReportingConfiguration)
        1    0.000    0.000    0.002    0.002 _reporting_configuration.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _conversion.py:17(Conversion)
        1    0.000    0.000    0.000    0.000 _invocation.py:17(Invocation)
        1    0.000    0.000    0.068    0.068 _conversion.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _exception.py:16(Exception)
        1    0.000    0.000    0.018    0.018 _invocation.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _notification.py:18(Notification)
        1    0.000    0.000    0.007    0.007 _notification.py:4(<module>)
        1    0.000    0.000    0.003    0.003 _exception.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _tool.py:12(Tool)
        1    0.000    0.000    0.032    0.032 _tool.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _tool_component.py:19(ToolComponent)
        1    0.000    0.000    0.029    0.029 _tool_component.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _reporting_descriptor.py:17(ReportingDescriptor)
        1    0.000    0.000    0.011    0.011 _reporting_descriptor.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _reporting_descriptor_relationship.py:16(ReportingDescriptorRelationship)
        1    0.000    0.000    0.002    0.002 _reporting_descriptor_relationship.py:4(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:15(LinAlgError)
        1    0.000    0.000    0.000    0.000 _dtypes.py:274(DType)
        1    0.000    0.000    0.001    0.001 _dtypes.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _dtypes.py:59(floating)
        1    0.000    0.000    0.000    0.000 _dtypes.py:63(complexfloating)
        1    0.000    0.000    0.000    0.000 _dtypes.py:83(int8)
        1    0.000    0.000    0.000    0.000 _dtypes.py:89(int16)
        1    0.000    0.000    0.000    0.000 _dtypes.py:95(int32)
        1    0.000    0.000    0.000    0.000 _dtypes.py:101(int64)
        1    0.000    0.000    0.000    0.000 _dtypes.py:110(uint8)
        1    0.000    0.000    0.000    0.000 _dtypes.py:116(uint16)
        1    0.000    0.000    0.000    0.000 _dtypes.py:122(uint32)
        1    0.000    0.000    0.000    0.000 _dtypes.py:128(uint64)
        1    0.000    0.000    0.000    0.000 _dtypes.py:137(float16)
        1    0.000    0.000    0.000    0.000 _dtypes.py:143(float32)
        1    0.000    0.000    0.000    0.000 _dtypes.py:149(float64)
        1    0.000    0.000    0.000    0.000 _dtypes.py:155(complex64)
        1    0.000    0.000    0.000    0.000 _dtypes.py:161(complex128)
        1    0.000    0.000    0.000    0.000 _dtypes.py:167(bool_)
        1    0.000    0.000    0.000    0.000 _dtypes.py:211(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _dtypes.py:212(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _dtypes.py:213(<dictcomp>)
        1    0.000    0.000    0.005    0.005 _normalizations.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _dtypes.py:16(generic)
        1    0.000    0.000    0.000    0.000 _dtypes.py:39(number)
        1    0.000    0.000    0.000    0.000 _dtypes.py:43(integer)
        1    0.000    0.000    0.000    0.000 _dtypes.py:47(inexact)
        1    0.000    0.000    0.000    0.000 _dtypes.py:51(signedinteger)
        1    0.000    0.000    0.000    0.000 _dtypes.py:55(unsignedinteger)
